Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
1.08	1.18	all			
1.22	1.4	    right			
1.44	1.56	put			
1.62	1.74	a			
1.78	2.02	block			
2.32	5.0	    down			
5.28	7.04	um			
7.08	7.2	    put			
7.3	    7.4	    a			
7.44	7.74	block			
8.0	    8.34	One			
8.4	    8.66	block			
8.76	9.34	apart			
9.4	    10.36	behind			
10.42	10.54	So			
10.6	11.2	Towards			
11.2	11.8	you			
12.8	14.0	Um			
14.38	14.68	Put			
14.68	14.98	two			
15.1	16.72	blocks			
16.8	17.02	kind			
17.14	17.54	of			
17.62	17.68	a			
17.72	18.4	like			
18.78	19.02	about	
19.08	19.16	a			
19.22	19.36	third			
19.42	19.5	of			
19.6	19.66	a			
19.7	19.92	block			
19.98	20.06	A			
20.1	20.38	Part			
20.46	20.58	So			
20.62	20.8	more			
20.86	21.12	close			
21.2	21.32	in			
21.34	21.46	than			
21.56	24.98	that			
25.04	25.14	all			
25.16	25.38	right			
25.44	25.8	then			
25.84	26.62	stick			
26.66	26.82	no			
26.84	26.96	that			
26.98	27.14	doesn't			
27.18	27.28	look			
27.32	27.4	like			
27.46	27.52	It’s			
27.58	27.68	Going			
27.7	27.78	to			
27.82	29.34	work			
29.44	29.62	Um			
29.66	29.72	i			
29.76	29.86	think			
29.9	30.18	everything			
30.26	30.4	needs			
30.42	30.46	to			
30.5	30.58	be			
30.62	30.96	slightly			
31.02	31.36	closer			
31.4	33.38	together			
33.48	33.74	Yeah			
33.8	34.16	now			
34.18	34.38	stick			
34.44	34.64	A			
34.76	35.28	block			
35.42	36.26	on			
36.34	36.6	the			
36.64	37.04	front			
37.18	37.68	one			
37.68	38.18	And			
38.22	38.36	the			
38.52	38.8	one			
38.84	39.02	to			
39.08	39.54	your			
39.6	41.7	left			
41.78	41.94	ah			
41.98	42.26	now			
42.32	42.56	Uh			
42.58	42.72	move			
42.78	42.88	It			
42.9	43.02	so			
