Begin Time - ss.msec	End Time - ss.msec	Speech	Speech AMR	Gesture - Label	Gesture AMR
0.79	0.91	This			
1.03	1.31	one			
1.35	1.51	looks			
1.57	1.71	like			
1.81	1.89	a			
2.17	2.87	(Oh sorry)			
2.87	3.07	This			
3.07	3.27	one			
3.27	3.55	looks			
3.55	3.63	like			
3.73	3.81	a			
3.85	4.25	Smiley			
4.31	5.07	face			
5.11	5.31	there			
5.35	5.45	is			
5.59	5.79	two			
5.85	6.13	blocks			
6.19	6.31	for			
6.35	6.41	the			
6.75	7.55	eyes			
7.59	7.73	there			
7.77	7.87	is			
7.93	8.15	three			
8.21	8.45	blocks			
8.49	8.61	for			
8.67	8.73	the			
8.85	9.09	bottom			
9.15	9.19	of			
9.33	9.39	the			
9.47	10.45	smile			
10.61	10.81	and			
10.87	11.03	two			
11.09	11.39	blocks			
11.45	12.19	like			
12.23	12.53	making			
12.61	13.03	it			
13.07	13.45	smile			
13.53	13.63	i			
13.67	14.07	guess			
14.07	14.27	So			
14.27	14.47	Yeah			
14.47	15.05	It’s			
16.47	16.79	Two			
16.89	17.19	eyes			
17.31	19.95	first			
20.01	20.15	Yeah			
20.19	20.25	and			
20.27	20.43	they're			
20.47	20.57	like			
20.65	20.75	a			
20.83	21.17	block			
21.27	23.13	apart			
23.19	23.91	Yeah			
23.99	24.19	and			
24.25	24.53	then			
24.63	25.05	there's			
25.13	25.35	two			
25.45	26.45	blocks			
26.53	26.65	Um			
26.69	26.73	a			
26.77	27.05	little			
27.09	27.69	bit			
27.71	28.03	like			
28.13	29.77	out			
29.83	29.91	and			
29.95	30.17	then			
30.23	31.25	down			
31.33	31.51	or			
31.59	31.71	up			
31.75	31.91	for			
31.97	32.25	you			
32.29	32.35	i			
32.37	32.55	don't			
32.59	32.95	know			
33.29	33.34	Up			
33.34	33.41	Up			
33.41	33.55	would			
33.59	33.67	be			
33.71	35.25	better			
35.33	35.49	and			
35.53	35.85	then			
35.97	36.19	Um			
36.25	36.67	there's			
36.71	37.05	three			
37.11	37.47	blocks			
37.51	37.61	to			
37.65	37.81	make			
37.89	38.03	the			
38.09	39.63	smile			
39.71	39.85	off			
39.89	39.99	the			
40.03	40.19	two			
40.23	40.98	Wider			
40.98	41.73	Blocks			
41.73	42.23	Yeah			
46.45	46.53	and			
46.57	46.71	They			
46.77	46.87	are			
46.95	47.21	just			
47.29	48.63	Straight			
48.67	48.77	the			
48.79	48.97	three			
49.03	49.33	blocks			
49.41	49.55	all			
49.61	49.79	touch			
49.83	49.89	And			
49.93	50.09	They’re			
50.13	51.43	Straight			
51.49	51.59	and			
51.63	51.77	then			
51.81	52.03	they			
52.07	52.55	connect			
